method,seed,date,soc_recursion_error_kwh,terminal_soc_error_kwh,soc_lower_violation_kwh,soc_upper_violation_kwh,power_balance_error_kwh,min_plan_kwh,min_charge_kwh,min_discharge_kwh,min_emergency_kwh
MLP,2027,2025-11-04,0.0,9.094947017729282e-13,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-05,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-06,0.0,9.094947017729282e-13,2.7284841053187847e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2027,2025-11-07,0.0,2.7284841053187847e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-08,0.0,9.094947017729282e-13,9.094947017729282e-13,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-09,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2027,2025-11-10,0.0,4.547473508864641e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-11,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-12,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-13,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-14,0.0,7.275957614183426e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-15,0.0,9.094947017729282e-13,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-16,0.0,3.637978807091713e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-17,0.0,2.7284841053187847e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-18,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-19,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-20,0.0,9.094947017729282e-13,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-21,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-22,0.0,5.4569682106375694e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-23,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-24,0.0,3.637978807091713e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-25,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2027,2025-11-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-27,0.0,2.7284841053187847e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-11-28,0.0,8.185452315956354e-12,0.0,5.4569682106375694e-12,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-11-29,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2027,2025-11-30,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-01,0.0,1.8189894035458565e-12,9.094947017729282e-13,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-02,0.0,1.8189894035458565e-12,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-03,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-04,0.0,2.7284841053187847e-12,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-05,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-06,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-07,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-08,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-12-09,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-10,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-11,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-12-12,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2027,2025-12-13,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-14,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-15,0.0,9.094947017729282e-13,1.8189894035458565e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2027,2025-12-16,0.0,1.8189894035458565e-12,9.094947017729282e-13,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-17,0.0,0.0,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-18,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-19,0.0,2.7284841053187847e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-20,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-12-21,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-22,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-12-23,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-12-24,0.0,0.0,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-25,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-26,0.0,3.637978807091713e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-27,0.0,6.366462912410498e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-28,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2027,2025-12-29,0.0,1.8189894035458565e-12,2.7284841053187847e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2027,2025-12-30,0.0,4.547473508864641e-12,9.094947017729282e-13,3.637978807091713e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2027,2025-12-31,0.0,4.547473508864641e-12,4.547473508864641e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-02,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-03,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-04,0.0,0.0,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-05,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-06,0.0,0.0,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-07,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-02-08,0.0,4.547473508864641e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-09,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-10,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-02-11,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-02-12,0.0,2.7284841053187847e-12,9.094947017729282e-13,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-13,0.0,1.8189894035458565e-12,2.7284841053187847e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-14,0.0,2.7284841053187847e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-15,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-16,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-18,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-02-19,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-20,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-21,0.0,3.637978807091713e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-22,0.0,3.637978807091713e-12,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-02-23,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-24,0.0,6.366462912410498e-12,0.0,3.637978807091713e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-02-25,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-26,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-27,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-02-28,0.0,2.7284841053187847e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-03-01,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-02,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-03,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-04,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-05,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-03-06,0.0,4.547473508864641e-12,4.547473508864641e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-07,0.0,2.7284841053187847e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-08,0.0,3.637978807091713e-12,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-03-09,0.0,1.8189894035458565e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-10,0.0,3.637978807091713e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-11,0.0,9.094947017729282e-13,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-12,0.0,9.094947017729282e-13,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-13,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-14,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-03-15,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-16,0.0,5.4569682106375694e-12,0.0,3.637978807091713e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-17,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-18,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-19,0.0,8.185452315956354e-12,0.0,7.275957614183426e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-20,0.0,3.637978807091713e-12,0.0,3.637978807091713e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-21,0.0,4.547473508864641e-12,4.547473508864641e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-03-22,0.0,9.094947017729282e-13,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-03-24,0.0,1.8189894035458565e-12,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-25,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-26,0.0,3.637978807091713e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-03-27,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-28,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-03-29,0.0,2.7284841053187847e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-03-30,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,2.842170943040401e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-03-31,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-01,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-04-02,0.0,3.637978807091713e-12,0.0,1.8189894035458565e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-04-03,0.0,1.8189894035458565e-12,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-04-04,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-05,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-04-06,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-04-07,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-04-08,0.0,1.8189894035458565e-12,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-09,0.0,2.7284841053187847e-12,9.094947017729282e-13,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-10,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-11,0.0,0.0,0.0,1.8189894035458565e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-04-12,0.0,4.547473508864641e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-04-13,0.0,4.547473508864641e-12,4.547473508864641e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-14,0.0,2.7284841053187847e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-15,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-16,0.0,4.547473508864641e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-17,0.0,9.094947017729282e-13,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-04-18,0.0,4.547473508864641e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-04-19,0.0,5.4569682106375694e-12,5.4569682106375694e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-04-20,0.0,5.4569682106375694e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-21,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-22,0.0,2.7284841053187847e-12,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-23,0.0,4.547473508864641e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-24,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-25,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-26,0.0,1.8189894035458565e-12,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-27,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-28,0.0,5.4569682106375694e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-29,0.0,9.094947017729282e-12,0.0,7.275957614183426e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-04-30,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-01,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-02,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-03,0.0,9.094947017729282e-13,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-04,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-05-05,0.0,1.8189894035458565e-12,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-05-06,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-07,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-08,0.0,5.4569682106375694e-12,5.4569682106375694e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-09,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-05-10,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-11,0.0,3.637978807091713e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-12,0.0,2.7284841053187847e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-05-13,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-14,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-05-15,0.0,5.4569682106375694e-12,0.0,3.637978807091713e-12,1.4210854715202004e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-05-16,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-05-17,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-05-18,0.0,7.275957614183426e-12,0.0,5.4569682106375694e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-19,0.0,1.8189894035458565e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-05-20,0.0,3.637978807091713e-12,0.0,3.637978807091713e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-05-21,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-22,0.0,2.7284841053187847e-12,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-05-23,0.0,2.7284841053187847e-12,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-05-25,0.0,4.547473508864641e-12,0.0,5.4569682106375694e-12,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-05-26,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-27,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-28,0.0,4.547473508864641e-12,0.0,5.4569682106375694e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-29,0.0,1.8189894035458565e-12,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-30,0.0,2.7284841053187847e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-05-31,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-01,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-06-02,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-03,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-04,0.0,9.094947017729282e-13,9.094947017729282e-13,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-05,0.0,1.8189894035458565e-12,1.8189894035458565e-12,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-06,0.0,6.366462912410498e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-07,0.0,2.7284841053187847e-12,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-08,0.0,0.0,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-09,0.0,9.094947017729282e-13,0.0,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-06-10,0.0,2.7284841053187847e-12,0.0,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-11,0.0,9.094947017729282e-13,0.0,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-12,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,5.684341886080802e-14,0.0,0.0,0.0,0.0
MLP,2028,2025-06-13,0.0,2.7284841053187847e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-14,0.0,3.637978807091713e-12,0.0,3.637978807091713e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-16,0.0,1.8189894035458565e-12,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-17,0.0,1.8189894035458565e-12,1.8189894035458565e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-18,0.0,3.637978807091713e-12,3.637978807091713e-12,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-19,0.0,0.0,0.0,1.8189894035458565e-12,1.1368683772161603e-13,0.0,0.0,0.0,0.0
MLP,2028,2025-06-20,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-21,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-22,0.0,9.094947017729282e-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-23,0.0,0.0,0.0,1.8189894035458565e-12,0.0,0.0,0.0,0.0,0.0
MLP,2028,2025-06-24,0.0,2.7284841053187847e-12,2.7284841053187847e-12,0.0,1.1368683772161603e-13,0.0,0.0,0.0,0.0
